id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1397141917493454681,Rustiek achterhuisje,4058153,Leen,,Mariakerke,51.07733044439764,3.6899329699587042,Entire home/apt,,1,25,2025-09-11,4.55,1,0,25,
1398314965616196855,Lichtrijk appartement op toplocatie in Gent4,182753172,Anthony,,Binnenstad,51.05082,3.72964,Entire home/apt,107,1,12,2025-08-25,2.38,4,254,12,
1398731639529098864,The Royal suite,331340556,Mounaim,,Binnenstad,51.0503939898737,3.730956120798796,Entire home/apt,75,1,50,2025-09-19,9.38,7,69,50,
1398951118249070359,Apto. en el centro de Gante,439241679,Jose,,Binnenstad,51.05483,3.73197,Entire home/apt,,1,17,2025-09-21,3.33,1,215,17,
1399036577377397456,Cyberdeck for big groups,67205029,Axel,,Sluizeken - Tolhuis - Ham,51.06266292935446,3.735879838222287,Entire home/apt,755,1,4,2025-09-14,2.18,2,293,4,
1399303034840573800,Central Apartment in Gent with Parking A&A,8027400,Anna,,Sluizeken - Tolhuis - Ham,51.064222256701285,3.7299279336405826,Entire home/apt,,2,34,2025-09-20,6.99,1,4,34,
1399903267535045117,Cozy summer stay in Ghent,690147978,Megan,,Oud Gentbrugge,51.03803270995439,3.7574018113365977,Entire home/apt,108,2,1,2025-08-30,1,1,87,1,
1400834066032848468,Angela,437828166,Ghoul,,Brugse Poort - Rooigem,51.06349107775516,3.698061732080601,Entire home/apt,70,4,0,,,1,347,0,
1401170059036697813,Artistic private apartment,121003233,Hilde,,Sluizeken - Tolhuis - Ham,51.0622184,3.7162658,Entire home/apt,96,2,14,2025-09-16,2.88,2,213,14,
1401602033877184235,Compact Double Room - Unique Cute Rooftop Terrace,439069630,Dante,,Binnenstad,51.049854351199855,3.727066186737491,Private room,145,1,9,2025-08-15,2.78,4,302,9,
1402852541301149984,Gezinswoning met tuin,271569336,Jef,,Bloemekenswijk,51.06714784143406,3.7077484585675813,Entire home/apt,232,2,4,2025-08-22,1.01,1,286,4,
1403110429343068256,Cosy Apartment (up to 4 guests) | City Center,439069630,Dante,,Binnenstad,51.0573231842784,3.727381677034937,Entire home/apt,165,1,17,2025-09-23,4.64,4,244,17,
1404284482930916280,Cosy studio in prime location,167814774,Priyanka,,Binnenstad,51.05014280054474,3.730561262307549,Entire home/apt,60,1,38,2025-09-21,7.76,2,322,38,
1404353479966778517,StayNice@Gent,143008778,Dominique,,Stationsbuurt Zuid,51.0306657,3.705901,Entire home/apt,162,2,6,2025-09-21,2.65,1,105,6,
1404834241520560267,Gezellig appartement in Gent,549485747,Oktaaf,,Binnenstad,51.0411108,3.7271624,Entire home/apt,67,3,20,2025-09-21,6.67,1,312,20,
1405647028541521268,Gelijkvloers appartement met tuin – Gent,33453359,Benjamin,,Sint Denijs Westrem,51.02019258567368,3.6692061151250708,Entire home/apt,92,28,0,,,1,358,0,
1405685557783180257,Quiet apartment - Centre/Station,691609258,Ann,,Stationsbuurt Noord,51.0392231,3.7152681,Entire home/apt,,2,1,2025-08-28,1,1,0,1,
1406487771147228595,Cosy 2-bed home with garden,501105625,Rémi,,Gentbrugge,51.03592,3.75853,Entire home/apt,92,1,45,2025-09-21,9.25,1,113,45,
1406991314602305758,Comfortable & Stylish Studio in Heart of Ghent,651961264,Danesh,,Binnenstad,51.051760321715136,3.725540326479973,Entire home/apt,79,1,13,2025-07-07,2.89,14,344,13,
1407032316617773592,Charming & Central Stay with Terrace,671843837,Eduard,,Stationsbuurt Noord,51.0360636,3.7265448,Entire home/apt,115,1,23,2025-09-14,4.69,3,154,23,
1407238859345631708,Ruim appartement in centrum Gent,43204885,Helena,,Elisabethbegijnhof - Papegaai,51.04999,3.71762,Entire home/apt,,1,0,,,2,0,0,
1409588919595495179,Hip Gents stadshuisje,138954972,Judith,,Brugse Poort - Rooigem,51.05995670533542,3.703829951796369,Entire home/apt,101,2,9,2025-09-18,2.31,1,231,9,
1412100450459001054,"De EenDoorn, een speelse Oase",597328838,Kevin,,Gentbrugge,51.0404266,3.769049699999999,Private room,85,1,12,2025-09-24,4.68,1,357,12,
1413751244204705330,Cozy Studio wandelafstand Gent,480134178,Louise,,Sluizeken - Tolhuis - Ham,51.06223,3.72616,Entire home/apt,77,2,6,2025-09-08,3.67,4,125,6,
1414705618260592065,'Anno 1' Bright apartment with terrace in Ghent,664995519,Laurent,,Elisabethbegijnhof - Papegaai,51.050933850404064,3.715606546655422,Entire home/apt,139,1,11,2025-09-07,2.95,2,266,11,
1415171632685108088,Suite,36157906,Dirk,,Binnenstad,51.038824781112886,3.72893669522578,Private room,,2,0,,,3,170,0,
1415194394761676394,Double Room with garden view,36157906,Dirk,,Binnenstad,51.03855,3.72874,Private room,134,1,1,2025-09-12,1,3,158,1,
1415196351929208583,Studio,36157906,Dirk,,Binnenstad,51.0387097827536,3.7291158371044792,Private room,,1,0,,,3,159,0,
1416043483627588006,Dubbele suite  B&B The Verhaegen,20636358,Marc,,Elisabethbegijnhof - Papegaai,51.0519472,3.716843799999999,Private room,539,1,0,,,6,319,0,
1416736571912977944,Cozy Room @ B&B The Verhaegen,20636358,Marc,,Elisabethbegijnhof - Papegaai,51.0519472,3.716843799999999,Private room,270,1,0,,,6,318,0,
1417170735889193117,Deluxe Room @B&B The Verhaegen,20636358,Marc,,Elisabethbegijnhof - Papegaai,51.05266096578236,3.717291158240301,Private room,302,1,0,,,6,306,0,
1417184435368480988,Paola's Room @ B&B The Verhaegen,20636358,Marc,,Elisabethbegijnhof - Papegaai,51.05147330858629,3.7163710015487426,Private room,348,1,0,,,6,322,0,
1417190016770189214,Suite Années '40 @ The Verhaegen,20636358,Marc,,Elisabethbegijnhof - Papegaai,51.05301442107412,3.7165358604767698,Private room,422,1,0,,,6,321,0,
1417403793236437539,Minimal Studio Near Center,469613906,Husam,,Bloemekenswijk,51.06775,3.6995,Entire home/apt,58,2,9,2025-09-14,3.60,1,318,9,
1419505233543673461,Mollie & Alfons,31377738,Lore,,Moscou - Vogelhoek,51.02933648517128,3.759570149618801,Entire home/apt,90,2,4,2025-09-08,1.02,2,314,4,
1419704258134122326,Lichtrijke stadswoning met tuin nabij Gent,36613260,Jonas,,Gentbrugge,51.04392,3.76105,Entire home/apt,124,5,2,2025-08-18,0.76,1,93,2,
1419720665526827914,Studio downtown Gent,269434414,Hock Thang,,Binnenstad,51.0475088,3.721097399999999,Entire home/apt,105,2,7,2025-08-05,2.53,1,63,7,
1420109156521965630,'Anno 2' Bright one bedroom duplex in Ghent,664995519,Laurent,,Elisabethbegijnhof - Papegaai,51.0502956,3.7161385,Entire home/apt,138,1,18,2025-09-15,4.50,2,247,18,
1420413896284689604,City Apartment along the water,405808599,Karen,,Binnenstad,51.0358284,3.7326469,Entire home/apt,120,28,0,,,1,360,0,
1421170954060227445,Ruime kamer met privacy,311952294,Annick,,Gentbrugge,51.0405363,3.7716989,Private room,80,1,18,2025-09-14,4.58,1,90,18,
1421467314681071768,Interbellum spacious groundfloor,5883895,Annelore,,Macharius - Heirnis,51.04809936874317,3.7438123872088758,Entire home/apt,100,14,2,2025-08-08,0.94,9,237,2,
1421685934614910697,Cozy city studio in the heart of Ghent (stairs!),571736001,Eduard,,Binnenstad,51.0508178,3.7234712,Entire home/apt,86,1,23,2025-09-05,5.23,8,175,23,
1421690045432665668,Spacious city escape in Ghent’s old town (stairs!),571736001,Eduard,,Binnenstad,51.0508178,3.7234712,Entire home/apt,89,1,11,2025-09-21,2.77,8,175,11,
1421691072372613192,Modern 2-Bedroom Getaway in the Heart of Ghent,651961264,Danesh,,Binnenstad,51.0526916061706,3.724780104905629,Private room,127,1,3,2025-09-07,1.48,14,56,3,
1421692689611251770,Cozy city studio in the heart of Ghent,571736001,Eduard,,Binnenstad,51.0508178,3.7234712,Entire home/apt,89,1,246,2025-09-22,55.91,8,177,246,
1421697923493096793,Urban studio with bunk bed in Ghent's historic cor,571736001,Eduard,,Binnenstad,51.0508178,3.7234712,Entire home/apt,96,1,65,2025-09-12,16.53,8,179,65,
1421700604112667230,Stylish mezzanine hideaway in central Ghent,571736001,Eduard,,Binnenstad,51.0508178,3.7234712,Entire home/apt,98,1,18,2025-09-21,4.32,8,177,18,
1421801540691294383,Chic central studio steps from Ghent’s best spots,571736001,Eduard,,Binnenstad,51.0508178,3.7234712,Entire home/apt,121,1,26,2025-09-14,6.05,8,173,26,
1423628448334706166,Lichtrijke ruime studio in Gent,527210016,Rien,,Ledeberg,51.036864027464084,3.7471160593159345,Private room,80,2,2,2025-06-23,0.61,1,271,2,
1423788460617754944,6  Lovely & Comfortable Studios @Heart of Gent,666129800,Muhammad,,Binnenstad,51.053982287763546,3.721893998791482,Entire home/apt,472,1,0,,,3,318,0,
